OTUId	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237	S238	S239	S240	S241	S242	S243	S244	S245	S246	S247	S248	S249	S250	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S263	S264	S265	S266	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S277	S278	S279	S280	S281	S282	S283	S284	S285	S286	S287	S288	S289	S290	S291	S292	S293	S294	S295	S296	S297	S298	S299	S300	S301	S302	S303	S304	S305	S306	S307	S308	S309	S310	S311	S312	S313	S314	S315	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S326	S327	S328	S329	S330	S331	S332	S333	S334	S335	S336	S337	S338	S339	S340	S341	S342	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352
OTU_58	113	0	0	1	0	0	5	4	0	1	12	6	2	0	2	5	0	10	0	0	0	0	0	1	0	4	0	1	0	8	0	38	0	0	0	6	0	1	0	0	0	1	26	0	0	0	1	4	3	1	4	0	1	1	0	0	2	0	0	5	0	0	0	0	5	1	3	1	2	0	0	0	0	2	0	0	5	0	0	0	0	1	16	1	0	0	2	1	1	0	0	0	0	2	3	3	6	6	1	1	0	2	0	0	0	3	33	4	1	1	0	19	1	2	1	0	0	0	0	0	0	2	6	1	0	0	0	0	0	0	8	0	4	1	3	2	45	0	33	0	5	1	6	0	1	0	12	10	0	0	0	0	1	4	0	16	0	0	2	0	4	0	0	2	6	0	0	27	0	0	0	0	0	5	0	1	0	1	0	26	0	2	0	0	0	0	1	0	1	0	1	4	3	25	4	1	0	1	0	14	0	8	2	0	1	0	0	5	0	5	0	0	1	16	4	8	7	5	0	0	5	0	0	2	4	0	0	1	4	1	0	0	0	0	87	0	0	0	13	0	3	1	2	1	0	0	0	10	0	0	2	4	0	0	22	0	0	0	0	0	3	1	2	3	0	17	0	2	5	2	1	14	2	3	0	0	2	0	0	1	2	12	0	36	2	9	0	0	0	0	3	3	0	1	1	1	1	1	0	0	0	0	0	4	9	0	1	9	1	0	1	0	0	0	0	0	0	12	0	0	20	0	0	6	5	0	0	0	7	2	0	0	42	0	0	0	5	0	0	2	2	0	0	0	4	1	0	0	0	0	1	0
OTU_280	28	0	0	0	0	0	11	7	0	0	7	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	3	0	2	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	0	3	0	0	2	5	0	0	0	3	0	0	0	0	0	6	2	0	1	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	9	1	4	0	0	14	1	17	0	0	0	4	0	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	54	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	10	3	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	4	2	1	0	0	0	0	1	0	0	1	1	3
OTU_101	103	0	0	2	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	8	0	0	0	1	0	0	0	0	0	2	19	1	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	5	4	0	0	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	10	0	0	0	1	1	0	0	11	6	0	0	0	0	1	6	0	1	0	0	5	0	0	0	0	0	3	0	0	27	0	0	0	1	3	3	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	1	3	0	25	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	4	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	5	0	0	6	0	1	0	0	0	1	2	1	0	0	2	1	0	0	0	0	0	18	0	0	0	0	0	0	0	3	0	0	3	1	0	1	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	4	0	5	0	0	1	0	0	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0
OTU_113	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	16	0	0	0	0	5	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	8	0	0	0	1	0	0	0	0	6	0	5	0	0	0	0
OTU_125	16	0	0	0	0	0	2	21	0	4	20	0	1	9	4	4	1	19	0	0	0	0	0	2	1	0	8	2	0	1	0	0	1	2	0	0	3	1	0	0	0	0	20	0	0	0	5	1	10	0	0	2	0	5	0	0	4	2	0	6	0	0	1	0	11	4	0	0	0	0	0	67	0	17	3	38	23	0	0	0	0	0	25	0	2	2	0	1	0	0	2	0	0	1	5	0	1	0	0	0	3	0	4	0	0	2	3	7	0	0	0	2	0	0	2	1	0	0	0	4	0	0	3	2	7	0	1	1	0	1	1	1	1	0	2	3	1	0	29	0	18	6	1	0	11	0	0	1	1	3	3	2	1	2	0	1	2	0	5	0	91	0	0	1	1	0	1	1	0	0	0	5	0	8	1	0	0	0	1	1	0	1	1	3	0	0	0	0	1	0	1	6	1	6	0	2	0	1	0	4	0	12	0	0	3	25	0	0	2	4	0	0	1	1	0	0	0	7	0	0	59	0	0	13	5	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	1	2	2	2	1	0	0	0	4	0	0	0	0	13	2	0	2	0	0	3	0	0	0	0	0	0	1	0	1	0	0	29	0	0	0	0	0	0	0	1	25	23	9	0	0	0	1	1	0	4	6	8	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	0	1	0	4	0	0	1	0	0	0	0	0	34	1	16	1	0	0	3	3	15	0	0	1	2	0	15	0	0	1	0	3	0	2	0	0	0	0	0	0	1	2
OTU_16	120	0	0	3	0	2	0	6	0	2	40	0	86	6	13	8	1	2235	0	0	1	0	0	5	5	1	22	5	3	32	2	26	8	0	0	33	1	1	0	1	3	3	27	13	0	3	12	0	49	9	0	24	0	46	0	0	46	1	0	6	1	17	0	231	11	4	2	8	7	1	2	0	0	0	13	0	8	2	0	1	0	3	30	58	0	3	10	2	1	51	119	62	0	0	0	2	124	2	0	0	1	0	67	0	77	1	8	2	0	3	3	2	0	5	1	1	2	0	1	2	0	3	19	0	5	3	4	6	297	3	2	1	4	0	39	1	103	12	8	0	6	1	43	0	3	1	7	117	5	14	2	0	7	4	23	8	2	3	10	2	39	2	0	6	1	0	3	73	0	1	100	1	2	0	24	0	0	2	0	71	1	1	1	529	3	11	70	102	3	2	0	4	3	4	1776	3	0	9	3	130	0	6	14	0	17	71	0	23	0	1	2	0	11	3227	12	8	85	3	2	613	270	0	0	10	41	0	100	20	2	2	3	0	0	0	0	0	1	13	4	5	9	49	1	2	12	5	3	50	2	42	3	4	10	0	10	1	6	1	2	2	8	0	2	1	6	5	0	6	10	14	12	4	278	942	6671	5	0	0	0	9	11	8	0	72	20	22	2	36	0	3	18	0	1	1	149	2	10	3	0	1	0	0	8	2	1	1	0	19	2	0	1	5	0	0	2	3	28	105	1	0	36	0	1	0	35	3	6	2	26	13	2	2	29	1	20	6	0	12	0	4	0	4	5	0	6	0	0	46	0	2	1	6
OTU_3	240	5074	99	27	2231	6415	2014	3348	3158	19	388	4762	69	1017	3527	1282	2095	2476	35	104	6345	128	959	4023	4857	512	9996	669	9	1079	10	1407	4020	35	461	1978	7392	1590	5	253	1171	2911	24	2028	380	29	105	995	198	5141	804	8306	6605	5495	410	15	4851	29	414	2839	1658	563	572	435	277	7042	2096	343	3999	84	6	1306	3241	872	706	2852	193	8180	1580	230	3108	1876	717	242	918	4633	516	91	4885	19	899	4624	22	6270	0	716	3799	610	2527	1310	6498	6	8189	6	3368	1396	691	48	7	417	1542	54	1700	744	5118	669	960	1380	1311	1070	440	2443	120	8265	3042	956	2123	26	1165	264	4392	871	502	7451	56	53	58	798	994	4856	487	1156	1960	7074	2738	4147	85	417	5425	520	3027	1	878	1529	1589	3211	575	22	3411	910	1357	1	2037	183	2539	915	4570	2051	2353	1288	4123	481	7971	3562	14	15	1973	5547	63	239	56	8797	1329	263	8798	1625	1505	1560	1433	288	3545	2358	7538	43	128	491	916	888	5318	271	184	4830	1067	201	1	1949	13	927	161	177	11	2	136	2772	454	1719	116	449	19621	111	42	448	2505	1959	1927	485	559	534	1	4272	7213	573	2554	2186	2310	1	11720	4594	3392	1011	1897	3613	409	141	1121	567	4625	2530	2987	441	1884	7	4	2631	204	6	1134	811	1622	3685	457	13488	312	629	6359	353	1029	7	1015	312	444	2236	50	1031	1214	3035	1706	64	226	3139	324	2231	2666	63	1671	17	4307	564	1307	735	173	853	8428	530	768	3	11	627	897	1418	590	179	2444	10790	112	2957	71	211	7095	192	305	2921	253	1132	1103	1222	6586	1759	69	32	30	109	1630	13	5177	1117	1213	2318	746	2087	60	745	504	31	1461	7	18	2113	7	429	87	1520	545	13664	794	345	152	89	132	1227	4638	45
OTU_37	29	0	0	0	14	2	1	13	5	1	15	2	0	3	0	5	17	0	1	1	0	0	0	112	77	0	22	10	0	0	0	0	231	0	3	5	2	0	1	0	0	5	0	3	0	0	8	2	0	1	4	60	5	190	1	0	1	0	5	0	2	22	0	0	1	30	15	0	4	0	0	0	6	0	100	6	3	3	0	0	0	0	4	1	0	103	4	3	0	0	20	90	0	42	0	7	3	25	1	1	0	0	1	0	0	45	7	2	0	5	0	1	1	15	26	0	0	9	6	27	6	9	4	59	0	0	18	0	3	1	41	2	0	1	0	0	0	3	8	0	0	0	1	3	2	1	0	10	67	20	37	0	0	0	21	16	0	1	9	42	0	0	1	0	0	2	32	1	0	20	80	6	35	0	0	2	0	175	0	2	0	62	1	0	77	12	12	13	9	0	0	1	10	0	0	6	0	0	607	7	2	9	0	11	0	52	0	16	0	0	1	0	0	12	3	4	0	12	8	0	2	1	24	7	10	12	0	0	0	112	34	0	12	1	40	0	49	2	18	1	86	0	11	0	7	1	36	5	19	29	0	0	0	0	19	0	0	0	6	25	0	88	0	1	3	0	0	0	2	3	0	106	0	6	11	15	6	1	1	1	1	9	0	0	1	0	0	10	12	1	0	0	0	4	0	0	0	14	1	18	0	0	12	25	1	0	19	0	10	1	0	23	0	1	0	1	8	15	0	0	0	0	5	3	42	0	0	11	1	26	0	6	15	0	34	0	0	16	0	10	0	0	2	1	3	0	1	0	1	2	9	0
OTU_10	87	0	123	1	104	20	42	172	4	617	13	0	3	20	2	88	53	15	832	5	2	12	83	12	2	2	753	33	4	4	3	113	16	56	1	7	0	1	3	1	946	16	27	3	0	2	10	15	35	8	3	45	0	59	12	24	75	3	9	18	35	79	0	19	55	45	4	17	15	0	0	306	139	10	6	137	11	3	0	29	32	30	145	0	1	93	27	1	5	18	82	19	2	53	8	223	168	13	322	15	18	0	46	1	204	34	3	1	14	148	73	264	3	23	63	13	0	1	3	27	235	207	1432	657	17	550	6	11	4	426	10	8	5	10	147	39	44	70	196	7	17	11	0	1	3	4	5	11	51	17	142	1	296	6	11	15	137	4	1	658	14	0	27	1	17	3	24	76	752	0	0	14	31	3	31	1158	12	2	1	45	3	41	3	7	16	344	16	1	379	6	3	541	3	14	1114	33	6	2	8	22	25	2	1	1	2	189	0	19	1	10	702	1	1	7	63	5	45	55	45	3	20	240	1	365	580	5	2915	107	0	0	732	2	7	6	45	0	29	125	66	2	1388	0	84	1	1758	1	4	7	3846	46	2	2	6	4	8	3	144	2	97	57	9	34	6	0	3	7	3	0	11	665	2	8	6	6	2776	110	1876	19	1	0	7	12	41	0	6	13	3	5	176	15	6	0	2	147	531	16	6	4	5	3	42	6	10	15	3	0	24	120	55	18	0	4	0	28	1	1	1397	75	13	173	4	1	609	3	59	34	1	0	6	852	9	4	18	0	59	23	3	12	0	6	1	8	33	11	4	3	5	27	0	11	12	4
OTU_475	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	94	1	145	19	0	0	2	7	0	19	37	1	4	13	1	5	38	9	4	1	0	14	0	13	3	6	201	1	5	14	7	32	4	0	0	5	2	1	1	0	21	1	10	0	0	1	15	13	3	3	0	204	0	5	0	8	4	2	0	18	61	2	2	0	14	0	1	8	28	0	1	2	1	0	5	51	3	0	0	5	1	1	15	3	0	3	5	1	0	14	4	7	2	2	4	0	15	2	5	0	1	0	0	0	2	8	2	6	0	91	6	12	1	4	38	16	1	2	6	2	1	2	7	8	0	157	5	5	2	1	10	1	8	0	7	2	24	9	15	0	13	6	5	1	293	4	201	12	4	3	49	1	5	5	8	7	37	1	5	0	367	10	0	3	19	0	76	132	0	0	1	6	0	4	1	0	4	0	3	31	0	5	0	0	0	19	7	1	53	2	2	114	6	2	62	6	0	2	1	6	1	18	6	0	1	42	0	12	3	66	2	2	4	23	8	10	91	19	0	1	21	12	3	181	41	1	7	54	3	0	12	2	4	0	0	0	45	2	10	31	3	13	4	7	21	4	5	13	5	40	3	1	0	20	19	0	15	4	1	1	33	2	12	0	35	2	0	9	14	0	1	7	0	3	1	0	2	0	0	1	1	27	1	20	12	9	0	0	7	1	1	2	1	55	16	0	0	4	48	2	0	6	7	1	0	4	8	39	5	6	0	3	1	9	2	13	2	6	3	0	4	1	27	2	20	13	4	3	5	5	2	0	12	11	129	11	13	2	0	1	1	6	3	1	27	0	2	141	1	1	0	0
OTU_1	133	358	6834	6	4611	2035	5265	4709	565	6	4136	6629	999	971	3415	3890	2609	7365	31	188	7073	30	240	1815	2009	867	3712	1530	11	4755	6	9337	2015	1193	2034	159	2582	68	18	4650	1094	3551	6640	1784	1671	76	451	568	204	5086	2350	3817	2175	7748	610	5	5481	537	1773	6327	281	1843	1028	132	423	5314	757	975	2596	142	6	697	6758	1044	9355	12843	128	4463	5712	415	2483	2746	985	280	5167	1502	952	141	3115	288	558	2358	39	11359	16	3826	6276	3823	12420	861	6639	4	26	7	5928	6582	381	8618	1	275	1501	17	6782	4707	6026	1577	2176	640	5524	2416	171	1829	5006	2517	6282	1238	2071	57	10689	205	2509	2886	939	5452	67	97	764	1733	344	176	727	5820	8915	3950	2691	1539	566	819	2415	5214	6889	34	9098	123	3612	1313	1091	24	3053	953	3477	0	1490	107	4787	196	2820	8203	26	115	2517	3247	5501	2398	125	219	3378	1576	635	359	11	7266	8029	234	1005	309	1652	6749	398	4543	676	2024	764	0	9937	1725	3678	1984	2092	1707	432	6444	42	12978	23	1596	10	488	706	1954	35	8	677	2032	1583	1994	58	287	798	78	217	1065	292	1226	3292	1123	1682	11655	1	264	11116	718	3806	1062	8809	7	10693	3200	683	4840	2923	311	4158	759	923	5627	4786	4631	4950	4240	1475	1363	3	1410	798	3	2734	799	12475	1341	1855	3488	249	843	2611	363	76	6	3604	119	531	3131	301	550	2565	1345	1408	17	1646	7454	283	6244	726	133	4932	36	3597	7184	482	1091	115	30	6687	1189	179	165	34	583	2559	9069	4318	3895	1115	152	68	7523	956	2353	4491	224	327	1453	220	2291	48	9117	7879	6573	236	487	69	2254	2649	1	6641	1837	1018	3570	1457	1359	1995	922	1045	260	1048	3	7	3226	110	256	430	1825	266	1104	570	1949	129	9217	98	406	5141	676
OTU_75	162	1	0	11	0	0	3	0	0	2	16	3	8	0	2	16	1	12	0	0	0	3	0	3	0	7	1	1	3	56	3	95	0	1	1	4	4	4	0	1	1	9	36	0	0	2	9	6	15	0	2	0	0	1	4	0	9	0	1	0	1	0	0	0	11	0	2	0	2	0	0	1	0	0	6	0	2	1	0	2	0	0	80	4	0	0	2	1	0	20	0	0	0	2	1	1	21	4	5	2	2	0	44	0	0	3	7	9	0	7	0	5	4	0	2	1	0	1	0	2	1	0	11	0	0	2	1	1	0	0	6	0	11	0	2	1	35	1	27	0	1	2	11	0	0	0	6	45	3	2	0	0	0	12	29	30	8	1	1	2	3	1	1	2	8	0	2	29	0	0	0	1	0	5	1	4	0	2	0	7	1	2	0	3	2	0	4	0	2	0	4	11	2	75	2	1	0	3	0	6	0	5	8	0	1	39	0	4	0	10	0	0	2	78	0	17	25	6	0	0	5	0	0	17	1	0	3	2	4	2	10	1	0	0	11	0	8	0	20	0	3	12	0	2	1	2	0	11	0	124	0	1	0	0	44	0	2	1	0	1	0	5	13	2	0	6	0	4	4	0	0	5	10	4	0	0	1	0	1	3	3	12	2	49	15	7	0	0	1	1	2	4	0	4	2	2	0	2	0	0	1	1	1	0	0	0	1	2	2	0	0	15	3	0	1	5	1	12	1	1	3	6	3	8	9	1	0	1	0	5	5	0	8	2	2	0	1	5	0	1	0	4	0	0	9	0	1	9	0	0	7	14
OTU_132	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	7	0	0	0	4	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	0	0	0	0	0	1	0	0	9	1	2	0	0	0	0	5	4	2	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	10	0	0	41	0	11	0	0	0	0	0	0	0	0	5	1	0	8	1	0	0	0	0	0	0	1	0	0	2	0	0	0	12	0	0	0	1	0	1	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	2	1	1	0	0	0	0	0	0	0	8	1	0	2	0	0	0	0
OTU_51	53	0	0	0	1	0	2	0	0	1	0	0	1	0	0	6	0	0	0	0	1	1	0	0	0	0	10	0	0	0	1	26	0	1	0	0	2	0	0	0	0	1	0	1	0	2	2	1	8	0	0	0	1	4	1	0	0	0	0	1	0	3	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	2	0	0	41	1	0	0	0	0	0	8	0	3	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	32	1	0	2	2	1	4	0	8	0	0	0	0	0	1	159	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	19	6	1	0	0	0	1	0	2	0	78	0	0	0	0	1	0	0	2	0	1	749	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	4	0	1	2	0	0	0	2	4	0	0	0	0	0	1	0	3	0	1	0	0	2	0	46	0	1	6	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	238	0	1	0	0	1	0	0	0	0	3	9	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	6	1	0	6	0	5	0	3	0	1	0	4	0	0	2	1	0	0	0	0	8	0	0	5	0	0	0	0	0	1	0
OTU_176	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	2	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	3	0	2	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	19	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	2	1	0	0	0	0	0	0	0	1	0
OTU_63	15	1	4	4	0	0	0	0	1	0	7	0	3	2	0	5	1	6	1	1	0	2	0	25	0	0	23	2	0	5	1	9	3	0	0	2	5	1	0	0	2	4	5	0	0	8	1	1	8	0	2	1	2	3	0	4	2	0	1	2	1	7	0	4	12	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	1	3	0	0	2	7	0	0	5	1	4	0	4	0	0	9	6	7	0	0	1	3	0	1	1	3	1	3	3	1	6	0	0	8	18	1	0	0	1	0	0	9	1	1	0	0	1	2	1	5	0	1	0	0	1	10	2	6	0	3	2	26	0	5	0	4	2	2	16	0	0	1	3	19	5	4	1	2	2	28	1	2	0	1	0	6	6	0	0	4	2	1	3	3	0	0	8	0	10	0	4	1	1	0	6	1	1	0	0	0	3	2	4	30	3	0	0	1	4	1	0	1	1	0	29	0	4	1	1	0	0	3	4	2	1	2	1	1	0	2	0	1	2	8	1	1	1	1	2	65	0	0	0	32	0	1	0	0	0	1	5	2	0	1	8	0	0	9	16	1	2	0	0	2	0	12	0	0	0	3	4	0	0	2	12	1	2	4	0	0	5	2	1	31	0	4	0	2	1	1	4	3	15	12	4	1	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	7	4	1	2	1	15	0	0	0	0	0	32	0	3	4	1	2	0	1	1	0	2	14	2	2	0	2	11	2	0	3	0	2	0	1	2	0	0	0	0	0	0	7	0	2	2	0	2	1	1
